Date,SPY,^VIX
2011-06-17,100.9317398071289,21.850000381469727
2011-06-20,101.44810485839844,19.989999771118164
2011-06-21,102.8383560180664,18.860000610351562
2011-06-22,102.21871948242188,18.520000457763672
2011-06-23,101.92477416992188,19.290000915527344
2011-06-24,100.74107360839844,21.100000381469727
2011-06-27,101.63877868652344,20.559999465942383
2011-06-28,102.96546173095703,19.170000076293945
2011-06-29,103.84725952148438,17.270000457763672
2011-06-30,104.84027862548828,16.520000457763672
2011-07-01,106.38945007324219,15.869999885559082
2011-07-05,106.30206298828125,16.059999465942383
2011-07-06,106.42915344238281,16.34000015258789
2011-07-07,107.53341674804688,15.949999809265137
2011-07-08,106.77074432373047,15.949999809265137
2011-07-11,104.84027862548828,18.389999389648438
2011-07-12,104.3874740600586,19.8700008392334
2011-07-13,104.73702239990234,19.90999984741211
2011-07-14,104.01411437988281,20.799999237060547
2011-07-15,104.61788940429688,19.530000686645508
2011-07-18,103.7598876953125,20.950000762939453
2011-07-19,105.44409942626953,19.209999084472656
2011-07-20,105.3805160522461,19.09000015258789
2011-07-21,106.84223175048828,17.559999465942383
2011-07-22,106.91375732421875,17.520000457763672
2011-07-25,106.3179702758789,19.350000381469727
2011-07-26,105.92073822021484,20.229999542236328
2011-07-27,103.75192260742188,22.979999542236328
2011-07-28,103.45008087158203,23.739999771118164
2011-07-29,102.7430419921875,25.25
2011-08-01,102.30609893798828,23.65999984741211
2011-08-02,99.69245910644531,24.790000915527344
2011-08-03,100.23263549804688,23.3799991607666
2011-08-04,95.5375747680664,31.65999984741211
2011-08-05,95.39461517333984,32.0
2011-08-08,89.18216705322266,48.0
2011-08-09,93.32904052734375,35.060001373291016
2011-08-10,89.20602416992188,42.9900016784668
2011-08-11,93.20990753173828,39.0
2011-08-12,93.8375244140625,36.36000061035156
2011-08-15,95.82359313964844,31.8700008392334
2011-08-16,95.00531768798828,32.849998474121094
2011-08-17,95.06887817382812,31.579999923706055
2011-08-18,90.96964263916016,42.66999816894531
2011-08-19,89.48406219482422,43.04999923706055
2011-08-22,89.5555648803711,42.439998626708984
2011-08-23,92.50289916992188,36.27000045776367
2011-08-24,93.80573272705078,35.900001525878906
2011-08-25,92.37577056884766,39.7599983215332
2011-08-26,93.71834564208984,35.59000015258789
2011-08-29,96.41146087646484,32.279998779296875
2011-08-30,96.66566467285156,32.88999938964844
2011-08-31,97.09466552734375,31.6200008392334
2011-09-01,96.07778930664062,31.81999969482422
2011-09-02,93.62300872802734,33.91999816894531
2011-09-06,92.9398193359375,37.0
2011-09-07,95.56138610839844,33.380001068115234
2011-09-08,94.56837463378906,34.31999969482422
2011-09-09,92.08976745605469,38.52000045776367
2011-09-12,92.68560028076172,38.59000015258789
2011-09-13,93.53562927246094,36.90999984741211
2011-09-14,94.83052062988281,34.599998474121094
2011-09-15,96.46707916259766,31.969999313354492
2011-09-16,97.03800201416016,30.979999542236328
2011-09-19,96.07179260253906,32.72999954223633
2011-09-20,95.95999145507812,32.86000061035156
2011-09-21,93.1331558227539,37.31999969482422
2011-09-22,90.1227035522461,41.349998474121094
2011-09-23,90.66570281982422,41.25
2011-09-26,92.82173919677734,39.02000045776367
2011-09-27,93.8598403930664,37.709999084472656
2011-09-28,91.94335174560547,41.08000183105469
2011-09-29,92.67002868652344,38.84000015258789
2011-09-30,90.35429382324219,42.959999084472656
2011-10-03,87.78298950195312,45.45000076293945
2011-10-04,89.70743560791016,40.81999969482422
2011-10-05,91.368408203125,37.810001373291016
2011-10-06,93.02135467529297,36.27000045776367
2011-10-07,92.39854431152344,36.20000076293945
2011-10-10,95.48883056640625,33.02000045776367
2011-10-11,95.58470153808594,32.86000061035156
2011-10-12,96.42314910888672,31.260000228881836
2011-10-13,96.23149871826172,30.700000762939453
2011-10-14,97.87647247314453,28.239999771118164
2011-10-17,96.0079116821289,33.38999938964844
2011-10-18,97.88446044921875,31.559999465942383
2011-10-19,96.7265853881836,34.439998626708984
2011-10-20,97.14983367919922,34.779998779296875
2011-10-21,98.99443817138672,31.31999969482422
2011-10-24,100.20820617675781,29.260000228881836
2011-10-25,98.25977325439453,32.220001220703125
2011-10-26,99.25792694091797,29.860000610351562
2011-10-27,102.71561431884766,25.459999084472656
2011-10-28,102.69163513183594,24.530000686645508
2011-10-31,100.21619415283203,29.959999084472656
2011-11-01,97.42130279541016,34.77000045776367
2011-11-02,99.0103988647461,32.7400016784668
2011-11-03,100.81509399414062,30.5
2011-11-04,100.2002182006836,30.15999984741211
2011-11-07,100.82308197021484,29.850000381469727
2011-11-08,102.11670684814453,27.479999542236328
2011-11-09,98.34761047363281,36.15999984741211
2011-11-10,99.27388763427734,32.810001373291016
2011-11-11,101.14248657226562,30.040000915527344
2011-11-14,100.18423461914062,31.1299991607666
2011-11-15,100.67933654785156,31.219999313354492
2011-11-16,99.08226013183594,33.5099983215332
2011-11-17,97.5091781616211,34.5099983215332
2011-11-18,97.40534973144531,32.0
2011-11-21,95.552734375,32.90999984741211
2011-11-22,95.17740631103516,31.969999313354492
2011-11-23,93.07727813720703,33.97999954223633
2011-11-25,92.90159606933594,34.470001220703125
2011-11-28,95.59268188476562,32.130001068115234
2011-11-29,95.86418914794922,30.639999389648438
2011-11-30,99.8089370727539,27.799999237060547
2011-12-01,99.79293823242188,27.40999984741211
2011-12-02,99.70512390136719,27.520000457763672
2011-12-05,100.7911376953125,27.84000015258789
2011-12-06,100.82308197021484,28.1299991607666
2011-12-07,101.19837951660156,28.670000076293945
2011-12-08,98.97845458984375,30.59000015258789
2011-12-09,100.65535736083984,26.3799991607666
2011-12-12,99.18607330322266,25.670000076293945
2011-12-13,98.25977325439453,25.40999984741211
2011-12-14,97.21366882324219,26.040000915527344
2011-12-15,97.56503295898438,25.110000610351562
2011-12-16,97.70970153808594,24.290000915527344
2011-12-19,96.6650161743164,24.920000076293945
2011-12-20,99.59010314941406,23.219999313354492
2011-12-21,99.7829818725586,21.43000030517578
2011-12-22,100.66693115234375,21.15999984741211
2011-12-23,101.56696319580078,20.729999542236328
2011-12-27,101.64733123779297,21.90999984741211
2011-12-28,100.31336212158203,23.520000457763672
2011-12-29,101.3499984741211,22.649999618530273
2011-12-30,100.85176849365234,23.399999618530273
2012-01-03,102.4589614868164,22.969999313354492
2012-01-04,102.61968994140625,22.219999313354492
2012-01-05,102.89289093017578,21.479999542236328
2012-01-06,102.62772369384766,20.6299991607666
2012-01-09,102.87686157226562,21.06999969482422
2012-01-10,103.76885223388672,20.690000534057617
2012-01-11,103.82508850097656,21.049999237060547
