Date,THREEFF0100.B,THREEFF0200.B,THREEFF0300.B,THREEFF0400.B,THREEFF0500.B,THREEFF0600.B,THREEFF0700.B,THREEFF0800.B,THREEFF0900.B,THREEFF1000.B,THREEFFTP0100.B,THREEFFTP0200.B,THREEFFTP0300.B,THREEFFTP0400.B,THREEFFTP0500.B,THREEFFTP0600.B,THREEFFTP0700.B,THREEFFTP0800.B,THREEFFTP0900.B,THREEFFTP1000.B,THREEFY0100.B,THREEFY0200.B,THREEFY0300.B,THREEFY0400.B,THREEFY0500.B,THREEFY0600.B,THREEFY0700.B,THREEFY0800.B,THREEFY0900.B,THREEFY1000.B,THREEFYTP0100.B,THREEFYTP0200.B,THREEFYTP0300.B,THREEFYTP0400.B,THREEFYTP0500.B,THREEFYTP0600.B,THREEFYTP0700.B,THREEFYTP0800.B,THREEFYTP0900.B,THREEFYTP1000.B
2 01 1990,7.840099812,7.807700157,7.772299767,7.786399841,7.849599838,7.947500229,8.06499958,8.190999985,8.317700386,8.440500259,0.887899995,1.09739995,1.205600023,1.360499978,1.575199962,1.829399943,2.100899935,2.373600006,2.637099981,2.885799885,7.785999775,7.807600021,7.800600052,7.794199944,7.79820013,7.814599991,7.841800213,7.877500057,7.919400215,7.965400219,0.547200024,0.781000018,0.904100001,0.997500002,1.09070003,1.192299962,1.302600026,1.419499993,1.540199995,1.662500024
3 01 1990,7.888000011,7.863699913,7.827199936,7.837800026,7.897600174,7.992499828,8.10779953,8.231900215,8.357199669,8.47879982,0.903999984,1.120900035,1.23179996,1.387199998,1.601799965,1.855800033,2.127300024,2.39989996,2.663599968,2.912499905,7.8197999,7.851099968,7.84829998,7.843200207,7.847400188,7.863299847,7.889800072,7.924799919,7.965899944,8.011099815,0.556100011,0.795599997,0.922299981,1.017699957,1.112200022,1.214599967,1.325500011,1.442800045,1.563899994,1.686499953
4 01 1990,7.877299786,7.857800007,7.823599815,7.835299969,7.895599842,7.990799904,8.106200218,8.230400085,8.355699539,8.477399826,0.905399978,1.123600006,1.235100031,1.390699983,1.605100036,1.858899951,2.130000114,2.402299881,2.665600061,2.914200068,7.804599762,7.83949995,7.839000225,7.835499763,7.840799809,7.857500076,7.884600163,7.920000076,7.961500168,8.006999969,0.556699991,0.796999991,0.924199998,1.019999981,1.114799976,1.217200041,1.328199983,1.445500016,1.566499949,1.68900001
5 01 1990,7.869400024,7.862299919,7.833000183,7.84649992,7.907299995,8.00249958,8.117699623,8.241600037,8.366700172,8.488100052,0.912699997,1.135599971,1.24940002,1.405699968,1.620200038,1.873600006,2.144200087,2.415999889,2.678800106,2.927000046,7.784200191,7.82889986,7.834400177,7.834599972,7.842400074,7.860799789,7.889100075,7.92539978,7.96750021,8.013500214,0.560599983,0.803900003,0.933200002,1.030500054,1.126199961,1.229200006,1.340499997,1.457999945,1.579200029,1.701699972
8 01 1990,7.874599934,7.878200054,7.853899956,7.869599819,7.931099892,8.026399612,8.141400337,8.265000343,8.3895998,8.510499954,0.920799971,1.148599982,1.264999986,1.422799945,1.638100028,1.891899943,2.162699938,2.434600115,2.697400093,2.9454,7.779300213,7.832099915,7.842700005,7.84649992,7.856599808,7.876599789,7.906000137,7.943099976,7.985799789,8.032299995,0.564899981,0.811399996,0.943099976,1.042000055,1.138800025,1.242799997,1.354799986,1.472800016,1.594400048,1.717200041
9 01 1990,7.869400024,7.880199909,7.860199928,7.878399849,7.941400051,8.037400246,8.152600288,8.27630043,8.400799751,8.52159977,0.924300015,1.154399991,1.272600055,1.431499958,1.647500038,1.90170002,2.172699928,2.444700003,2.707499981,2.95539999,7.768899918,7.826200008,7.840300083,7.84649992,7.858500004,7.880000114,7.910600185,7.948500156,7.991899967,8.03880024,0.566799998,0.814700007,0.94749999,1.047399998,1.144999981,1.249500036,1.361899972,1.48029995,1.602200031,1.725299954
10 01 1990,7.861599922,7.883699894,7.868700027,7.888999939,7.952799797,8.048999786,8.164199829,8.287699699,8.411999702,8.532600403,0.930599988,1.164999962,1.285300016,1.44509995,1.661299944,1.915300012,2.186100006,2.457700014,2.720099926,2.967700005,7.750299931,7.81619978,7.835700035,7.845499992,7.860000134,7.883100033,7.914899826,7.953700066,7.997700214,8.045200348,0.570100009,0.82069999,0.95539999,1.056599975,1.155099988,1.26030004,1.373100042,1.491700053,1.613800049,1.736899972
11 01 1990,7.862699986,7.885399818,7.871200085,7.892000198,7.956099987,8.052499771,8.16779995,8.29129982,8.415599823,8.536100388,0.931100011,1.165699959,1.286299944,1.446499944,1.662899971,1.917199969,2.1881001,2.459800005,2.722300053,2.970000029,7.751200199,7.817299843,7.837200165,7.847300053,7.861999989,7.885399818,7.917300224,7.956299782,8.000499725,8.048100471,0.570299983,0.821099997,0.95599997,1.057299972,1.156000018,1.261299968,1.374199986,1.493000031,1.615100026,1.738399982
12 01 1990,7.888999939,7.929399967,7.921199799,7.943500042,8.007100105,8.102499962,8.216500282,8.33880043,8.461999893,8.581299782,0.948300004,1.192399979,1.317600012,1.479900002,1.697299957,1.952100039,2.22329998,2.495100021,2.757600069,3.005199909,7.758600235,7.839300156,7.8677001,7.882999897,7.900800228,7.926099777,7.959300041,7.999100208,8.043700218,8.091500282,0.57980001,0.837100029,0.976400018,1.080800056,1.181499958,1.288400054,1.402500033,1.522099972,1.644899964,1.768700004
15 01 1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 01 1990,8.00660038,8.053299904,8.036999702,8.048800468,8.10340023,8.191699982,8.300600052,8.418899536,8.538999557,8.655900002,0.978200018,1.234799981,1.363700032,1.526200056,1.743000031,1.997300029,2.26850009,2.540699959,2.803800106,3.052099943,7.855500221,7.949200153,7.980999947,7.995600224,8.01099968,8.033399582,8.063599586,8.100600243,8.14260006,8.188199997,0.596499979,0.864099979,1.009299994,1.116999984,1.219699979,1.327800035,1.442700028,1.562999964,1.686400056,1.810700059
17 01 1990,8.021300316,8.057200432,8.038599968,8.050700188,8.106300354,8.195500374,8.305000305,8.423700333,8.543999672,8.660900116,0.972100019,1.224799991,1.352599978,1.515599966,1.733700037,1.989500046,2.262099981,2.53550005,2.799700022,3.048899889,7.883900166,7.96750021,7.993999958,8.005800247,8.019599915,8.041099548,8.070799828,8.107500076,8.149299622,8.194700241,0.593500018,0.858399987,1.001899958,1.108700037,1.211099982,1.319200039,1.434299946,1.55490005,1.67869997,1.80340004
18 01 1990,8.146400452,8.187700272,8.158900261,8.158699989,8.203800201,8.285099983,8.388799667,8.503199577,8.620200157,8.734600067,1.003499985,1.269099951,1.400200009,1.562899947,1.779800057,2.034699917,2.306999922,2.580499887,2.845200062,3.094899893,7.986999989,8.08409977,8.113800049,8.124099731,8.134799957,8.152700424,8.178799629,8.212100029,8.251000404,8.293700218,0.611000001,0.886600018,1.036200047,1.146399975,1.25059998,1.359599948,1.475399971,1.596500039,1.720700026,1.845700026
19 01 1990,8.125300407,8.154000282,8.118900299,8.11590004,8.159899712,8.241100311,8.345199585,8.460300446,8.578100204,8.693300247,0.991599977,1.250699997,1.377799988,1.537999988,1.753200054,2.006900072,2.278300047,2.551199913,2.815399885,3.064899921,7.977099895,8.065099716,8.088700294,8.094900131,8.102700233,8.118599892,8.143400192,8.175700188,8.213899612,8.256099701,0.604499996,0.87559998,1.021999955,1.129799962,1.232200027,1.339699984,1.454300046,1.574399948,1.69780004,1.822100043
22 01 1990,8.14220047,8.166600227,8.122599602,8.111599922,8.149900436,8.22729969,8.329199791,8.443099976,8.560299873,8.67539978,0.995199978,1.254999995,1.379999995,1.536999941,1.74909997,2.000299931,2.269799948,2.541300058,2.804500103,3.053299904,7.988200188,8.078399658,8.100299835,8.103500366,8.108099937,8.121100426,8.143400192,8.173600197,8.210100174,8.250900269,0.606299996,0.878700018,1.025200009,1.132400036,1.233700037,1.34010005,1.453600049,1.572600007,1.695000052,1.818500042
23 01 1990,8.119099617,8.145400047,8.10229969,8.091899872,8.130700111,8.208600044,8.310799599,8.425100327,8.54279995,8.658200264,0.992600024,1.251600027,1.376000047,1.532299995,1.743700027,1.994099975,2.262900114,2.533799887,2.79640007,3.044699907,7.963200092,8.054900169,8.077699661,8.081600189,8.086700439,8.100099564,8.122699738,8.153300285,8.18999958,8.231100082,0.604700029,0.876299977,1.022400022,1.129199982,1.230100036,1.336199999,1.449300051,1.567899942,1.689900041,1.81309998
24 01 1990,8.176600456,8.231499672,8.197400093,8.188099861,8.225199699,8.300700188,8.400400162,8.512299538,8.627699852,8.741000175,1.023699999,1.299200058,1.431599975,1.591500044,1.804499984,2.055700064,2.324899912,2.596100092,2.85890007,3.107300043,7.988399982,8.104599953,8.141400337,8.153300285,8.163200378,8.179400444,8.203700066,8.235199928,8.272399902,8.313599586,0.621800005,0.905099988,1.058899999,1.171000004,1.275599957,1.384299994,1.499300003,1.619500041,1.742699981,1.866899967
25 01 1990,8.222999573,8.293000221,8.261400223,8.250499725,8.284999847,8.35779953,8.455300331,8.565299988,8.679100037,8.791099548,1.04400003,1.329599977,1.466199994,1.627599955,1.841099977,2.092400074,2.361599922,2.6329,2.895800114,3.144200087,8.015000343,8.145799637,8.189900398,8.205499649,8.217200279,8.234199524,8.258600235,8.289999962,8.326899529,8.367699623,0.6329,0.923600018,1.08220005,1.197299957,1.303900003,1.414000034,1.530099988,1.651000023,1.774799943,1.899500012
26 01 1990,8.288200378,8.377099991,8.346599579,8.331399918,8.360899925,8.429400444,8.523400307,8.630700111,8.742199898,8.852199554,1.071699977,1.371000051,1.512699962,1.675300002,1.888399959,2.139199972,2.407999992,2.678900003,2.941600084,3.189899921,8.052200317,8.202799797,8.256500244,8.27630043,8.289500237,8.306699753,8.330699921,8.361399651,8.397500038,8.4375,0.648100019,0.948899984,1.113999963,1.232900023,1.341899991,1.453500032,1.570600033,1.692199945,1.816599965,1.941599965
29 01 1990,8.303899765,8.390299797,8.358699799,8.343000412,8.372099876,8.440400124,8.534099579,8.64109993,8.752400398,8.862199783,1.072700024,1.371999979,1.513800025,1.676699996,1.890400052,2.141700029,2.411000013,2.682399988,2.945499897,3.194200039,8.070400238,8.219099998,8.271499634,8.290499687,8.303099632,8.319899559,8.343600273,8.373999596,8.409799576,8.44960022,0.648699999,0.949800014,1.114799976,1.233899951,1.343000054,1.45480001,1.572100043,1.693899989,1.818500042,1.943799973
30 01 1990,8.319899559,8.406499863,8.376299858,8.362000465,8.392000198,8.460700035,8.554599762,8.661499977,8.772600174,8.881999969,1.074800014,1.375,1.518000007,1.682199955,1.897199988,2.149699926,2.420000076,2.692300081,2.956099987,3.205300093,8.088199615,8.235899925,8.288399696,8.307700157,8.320799828,8.338000298,8.362000465,8.392700195,8.428700447,8.468600273,0.650099993,0.951699972,1.117300034,1.236999989,1.34679997,1.459200025,1.577000022,1.699399948,1.824499965,1.950299978
31 01 1990,8.285200119,8.352800369,8.315600395,8.299300194,8.329600334,8.399299622,8.49450016,8.602800369,8.715200424,8.826000214,1.055199981,1.344900012,1.482499957,1.643900037,1.85739994,2.108999968,2.378700018,2.650599957,2.914099932,3.163199902,8.07349968,8.205800056,8.248999596,8.262700081,8.272299767,8.287199974,8.309800148,8.339599609,8.375,8.414600372,0.639299989,0.933600008,1.094200015,1.210399985,1.317700028,1.428200006,1.54460001,1.665899992,1.790099978,1.915099978
1 02 1990,8.266900063,8.32159996,8.279600143,8.262000084,8.292300224,8.362700462,8.45870018,8.567799568,8.680999756,8.792599678,1.04279995,1.325700045,1.459800005,1.619600058,1.832299948,2.083400011,2.352900028,2.624700069,2.888200045,3.137300014,8.068799973,8.190600395,8.227499962,8.237299919,8.24450016,8.257900238,8.279500008,8.308600426,8.343700409,8.383099556,0.632600009,0.922200024,1.079599977,1.193500042,1.299200058,1.408599973,1.524099946,1.64470005,1.768399954,1.89289999
2 02 1990,8.321800232,8.378800392,8.33220005,8.309000015,8.334699631,8.401499748,8.49489975,8.602100372,8.713999748,8.824399948,1.056599975,1.345199943,1.480800033,1.640300035,1.852399945,2.103100061,2.372400045,2.644200087,2.907900095,3.157200098,8.113800049,8.241499901,8.279800415,8.289099693,8.294799805,8.306599617,8.326600075,8.354200363,8.387999535,8.426099777,0.640299976,0.934599996,1.094699979,1.210100055,1.316499949,1.426300049,1.542199969,1.662999988,1.78670001,1.911499977
5 02 1990,8.340800285,8.401900291,8.357600212,8.335599899,8.361700058,8.428600311,8.521699905,8.628499985,8.739899635,8.849900246,1.062399983,1.353800058,1.491299987,1.652199984,1.865499973,2.117199898,2.387300014,2.659800053,2.923899889,3.173700094,8.129899979,8.260199547,8.30039978,8.31099987,8.317799568,8.330200195,8.350700378,8.378700256,8.412599564,8.450900078,0.64349997,0.939899981,1.101400018,1.217900038,1.325299978,1.435899973,1.552399993,1.673900008,1.798200011,1.923400044
6 02 1990,8.375100136,8.445599556,8.403499603,8.381099701,8.405900002,8.471400261,8.563300133,8.668899536,8.7791996,8.88809967,1.075600028,1.373600006,1.514099956,1.676499963,1.890599966,2.142800093,2.413300037,2.686100006,2.950599909,3.200599909,8.152700424,8.291600227,8.336400032,8.349399567,8.357500076,8.370499611,8.391300201,8.419300079,8.453100204,8.491200447,0.650900006,0.952000022,1.116600037,1.235200047,1.344099998,1.455800056,1.573199987,1.695299983,1.820199966,1.945899963
7 02 1990,8.385800362,8.458499908,8.41629982,8.393199921,8.417300224,8.482099533,8.573399544,8.678700447,8.788599968,8.897299767,1.07949996,1.379400015,1.520599961,1.683200002,1.897199988,2.149300098,2.419800043,2.692600012,2.957099915,3.207099915,8.159700394,8.301199913,8.347100258,8.360600471,8.368800163,8.381799698,8.402400017,8.430299759,8.463999748,8.501899719,0.652999997,0.955600023,1.121099949,1.240200043,1.349400043,1.461300015,1.578799963,1.700999975,1.825999975,1.951799989
8 02 1990,8.344499588,8.409999847,8.371299744,8.35379982,8.382900238,8.451499939,8.545599937,8.652799606,8.764100075,8.873800278,1.064100027,1.356899977,1.496500015,1.659800053,1.87530005,2.128799915,2.400300026,2.673799992,2.938800097,3.189100027,8.134599686,8.265399933,8.307499886,8.320300102,8.329199791,8.343400002,8.365300179,8.394499779,8.429400444,8.468400002,0.644599974,0.941600025,1.103899956,1.221400023,1.32980001,1.441499949,1.558899999,1.681300044,1.806399941,1.932299972
9 02 1990,8.231300354,8.272999763,8.233599663,8.222200394,8.258299828,8.333100319,8.432299614,8.543700218,8.658499718,8.77120018,1.023699999,1.297199965,1.429200053,1.59010005,1.804999948,2.058300018,2.329600096,2.602699995,2.867199898,3.1171,8.05700016,8.162500381,8.192799568,8.20059967,8.207799911,8.222000122,8.244700432,8.275099754,8.311300278,8.351699829,0.622300029,0.904699981,1.057899952,1.169700027,1.274500012,1.383599997,1.499300003,1.620200038,1.744199991,1.869099975
12 02 1990,8.251700401,8.30739975,8.272399902,8.261699677,8.297100067,8.370900154,8.468999863,8.579299927,8.693099976,8.805000305,1.03760004,1.318699956,1.454200029,1.616600037,1.832000017,2.085500002,2.356699944,2.629800081,2.894200087,3.144000053,8.061599731,8.179100037,8.216300011,8.227999687,8.237600327,8.253199577,8.276800156,8.307600021,8.344099998,8.384699821,0.629800022,0.917599976,1.074300051,1.188500047,1.294800043,1.405099988,1.521600008,1.643100023,1.767500043,1.892799973
13 02 1990,8.185099602,8.255999565,8.233099937,8.231100082,8.272399902,8.349900246,8.450499535,8.562399864,8.677300453,8.789899826,1.033800006,1.315600038,1.452999949,1.6171,1.833299994,2.086999893,2.357899904,2.630399942,2.894000053,3.14289999,7.987999916,8.11289978,8.156999588,8.175000191,8.189599991,8.209500313,8.236499786,8.270199776,8.309000015,8.351499557,0.627300024,0.914499998,1.07159996,1.186300039,1.293300033,1.404099941,1.520900011,1.64260006,1.767099977,1.892400026
14 02 1990,8.204500198,8.282999992,8.256799698,8.249199867,8.285699844,8.359800339,8.457900047,8.568300247,8.682200432,8.794199944,1.045699954,1.333400011,1.471500039,1.633900046,1.847800016,2.099299908,2.368499994,2.639600039,2.902199984,3.150300026,7.990699768,8.126600266,8.174799919,8.193499565,8.20759964,8.22630024,8.252200127,8.284700394,8.322600365,8.364199638,0.633700013,0.925400019,1.084900022,1.200799942,1.307999969,1.418599963,1.534999967,1.656100035,1.780099988,1.904899955
15 02 1990,8.272500038,8.354100227,8.320300102,8.303899765,8.333100319,8.40170002,8.496100426,8.60379982,8.715900421,8.826499939,1.064100027,1.359300017,1.498700023,1.659800053,1.871999979,2.122100115,2.390300035,2.660900116,2.923300028,3.17140007,8.043399811,8.188500404,8.238599777,8.256099701,8.267800331,8.284000397,8.307299614,8.337599754,8.373399734,8.413200378,0.64380002,0.941900015,1.104900002,1.22239995,1.330299973,1.441100001,1.557399988,1.678500056,1.802299976,1.926900029
16 02 1990,8.282500267,8.364500046,8.328100204,8.308899879,8.335900307,8.403100014,8.496500015,8.603699684,8.715399742,8.825799942,1.067399979,1.363999963,1.503200054,1.663400054,1.874600053,2.123899937,2.391499996,2.661600113,2.923599958,3.171499968,8.049200058,8.196800232,8.247200012,8.264100075,8.274999619,8.290300369,8.31289959,8.342399597,8.377699852,8.416999817,0.645600021,0.944899976,1.108500004,1.226199985,1.333899975,1.444399953,1.560500026,1.681300044,1.80490005,1.929299951
19 02 1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20 02 1990,8.430199623,8.537799835,8.50150013,8.474900246,8.493499756,8.553199768,8.640500069,8.742600441,8.850000381,8.956600189,1.115700006,1.434900045,1.583299994,1.746799946,1.959300041,2.209399939,2.477799892,2.748800039,3.011899948,3.26060009,8.157600403,8.332900047,8.396100044,8.418299675,8.430700302,8.445699692,8.467000008,8.494999886,8.528400421,8.565999985,0.672500014,0.988900006,1.163200021,1.287700057,1.399999976,1.513700008,1.632099986,1.754799962,1.879999995,2.005700111
21 02 1990,8.439399719,8.558899879,8.53069973,8.50909996,8.530599594,8.5916996,8.679499626,8.781399727,8.888400078,8.99450016,1.123900056,1.448099971,1.600299954,1.766899943,1.981699944,2.233599901,2.503299952,2.77519989,3.038899899,3.288100004,8.159500122,8.341600418,8.410400391,8.437000275,8.452799797,8.470399857,8.493800163,8.523300171,8.557900429,8.596300125,0.676999986,0.996599972,1.173400044,1.299999952,1.414100051,1.529299974,1.649099946,1.772899985,1.899000049,2.025599957
22 02 1990,8.413200378,8.519100189,8.481800079,8.454799652,8.473400116,8.5333004,8.620900154,8.72329998,8.831100464,8.938099861,1.111700058,1.429100037,1.576300025,1.738899946,1.950600028,2.199899912,2.467700005,2.738199949,3.000799894,3.249300003,8.141900063,8.316200256,8.378499985,8.400099754,8.412199974,8.42689991,8.44810009,8.475999832,8.509400368,8.546999931,0.67019999,0.985300004,1.158699989,1.282400012,1.394099951,1.507200003,1.625200033,1.747499943,1.872300029,1.997699976
23 02 1990,8.383799553,8.49339962,8.458000183,8.432100296,8.451399803,8.511899948,8.600000381,8.702899933,8.811100006,8.918600082,1.109200001,1.426100016,1.572900057,1.734799981,1.945600033,2.194000006,2.460999966,2.730600119,2.992500067,3.240200043,8.109000206,8.286000252,8.350199699,8.373100281,8.386099815,8.401499748,8.423299789,8.451700211,8.485600471,8.523599625,0.668500006,0.98299998,1.156100035,1.279600024,1.390900016,1.503700018,1.621299982,1.743100047,1.867499948,1.992499948
26 02 1990,8.338100433,8.434000015,8.395500183,8.370200157,8.391200066,8.453700066,8.543499947,8.647999763,8.757800102,8.866600037,1.09070003,1.398300052,1.540799975,1.700799942,1.910599947,2.158400059,2.424900055,2.694200039,2.955699921,3.203200102,8.08010006,8.244600296,8.302100182,8.321399689,8.332500458,8.347000122,8.36839962,8.396800041,8.430800438,8.468899727,0.658299983,0.966099977,1.134699941,1.255200028,1.364500046,1.475800037,1.592300057,1.713199973,1.836799979,1.961199999
27 02 1990,8.298000336,8.375599861,8.333000183,8.308600426,8.331999779,8.396800041,8.488800049,8.595100403,8.706500053,8.816699982,1.069300056,1.36590004,1.503700018,1.661999941,1.871500015,2.119299889,2.385999918,2.655400038,2.917000055,3.164599895,8.06289959,8.210499763,8.258999825,8.273500443,8.282099724,8.29529953,8.316200256,8.34430027,8.378299713,8.416700363,0.646700025,0.946500003,1.110000014,1.227100015,1.334300041,1.444100022,1.559499979,1.6796,1.802700043,1.926599979
28 02 1990,8.360699654,8.44810009,8.40680027,8.380800247,8.401900291,8.464500427,8.554400444,8.658900261,8.768500328,8.877200127,1.088099957,1.39349997,1.535400033,1.695799947,1.906700015,2.155699968,2.423300028,2.693599939,2.956099987,3.204400063,8.112600327,8.269599915,8.322899818,8.339799881,8.349300385,8.362799644,8.383500099,8.411299706,8.444899559,8.482700348,0.657199979,0.96359998,1.131299973,1.251399994,1.360599995,1.471899986,1.588600039,1.709900022,1.833899975,1.958699942
1 03 1990,8.439499855,8.536000252,8.491399765,8.459300041,8.474599838,8.532400131,8.618800163,8.720499992,8.827899933,8.934800148,1.111500025,1.427299976,1.572700024,1.733800054,1.944399953,2.193200111,2.460799932,2.731300116,2.994100094,3.2427001,8.172699928,8.342300415,8.400300026,8.418199539,8.427100182,8.439299583,8.458600044,8.484800339,8.517000198,8.55340004,0.67019999,0.984799981,1.157400012,1.280400038,1.39139998,1.503900051,1.621399999,1.743199944,1.867699981,1.992900014
2 03 1990,8.423100471,8.516500473,8.470199585,8.437199593,8.452199936,8.510100365,8.596699715,8.698699951,8.806500435,8.91380024,1.10679996,1.420300007,1.564200044,1.724099994,1.933799982,2.181699991,2.448699951,2.718699932,2.980999947,3.229300022,8.158699989,8.326299667,8.382800102,8.399600029,8.407799721,8.419599533,8.438400269,8.464500427,8.496500015,8.532899857,0.667500019,0.980499983,1.15199995,1.274000049,1.384199977,1.496099949,1.613000035,1.734400034,1.858399987,1.983199954
5 03 1990,8.485600471,8.590999603,8.548399925,8.515899658,8.529899597,8.58619976,8.671099663,8.771499634,8.877599716,8.983300209,1.126299977,1.449300051,1.598099947,1.761100054,1.973099947,2.222800016,2.491300106,2.762599945,3.025899887,3.275099993,8.208100319,8.385700226,8.447999954,8.46819973,8.478300095,8.491100311,8.510499954,8.536800385,8.568699837,8.60490036,0.678499997,0.998300016,1.174399972,1.299800038,1.412500024,1.526299953,1.644899964,1.767699957,1.893000007,2.018899918
6 03 1990,8.481800079,8.573699951,8.527700424,8.495100021,8.510100365,8.56760025,8.653400421,8.754599571,8.861399651,8.967499733,1.115200043,1.431900024,1.578199983,1.740800023,1.953199983,2.203700066,2.47300005,2.744899988,3.009000063,3.258699894,8.220600128,8.38599968,8.441699982,8.458299637,8.466300011,8.477899551,8.496600151,8.522399902,8.554100037,8.590200424,0.672599971,0.988099992,1.161299944,1.28489995,1.396499991,1.509799957,1.628000021,1.750699997,1.87590003,2.001899958
7 03 1990,8.465299606,8.548100471,8.501999855,8.471899986,8.489500046,8.549099922,8.636500359,8.738800049,8.846400261,8.95320034,1.104099989,1.415099978,1.559800029,1.722599983,1.93599999,2.187599897,2.457700014,2.730400085,2.994999886,3.245199919,8.218299866,8.373700142,8.424900055,8.439499855,8.446900368,8.458499908,8.477399826,8.503600121,8.535699844,8.572099686,0.666700006,0.977900028,1.148599982,1.270699978,1.381700039,1.494600058,1.612800002,1.735499978,1.860800028,1.986899972
8 03 1990,8.470499992,8.543199539,8.49050045,8.456399918,8.471699715,8.530099869,8.617099762,8.719200134,8.826999664,8.934000015,1.09920001,1.406700015,1.548799992,1.709699988,1.921800017,2.172499895,2.442100048,2.71449995,2.979000092,3.229099989,8.23029995,8.379599571,8.425999641,8.436900139,8.44149971,8.450900078,8.46819973,8.493100166,8.524200439,8.559800148,0.663999975,0.973200023,1.142199993,1.262899995,1.372699976,1.484699965,1.602100015,1.72420001,1.848999977,1.974699974
9 03 1990,8.562199593,8.634699821,8.569499969,8.522199631,8.527199745,8.57820034,8.659999847,8.758700371,8.86400032,8.96930027,1.121099949,1.437100053,1.57980001,1.738399982,1.947700024,2.19630003,2.464600086,2.736299992,3.000400066,3.2506001,8.305000305,8.46380043,8.51060009,8.518400192,8.518799782,8.523900032,8.537199974,8.558600426,8.586700439,8.619700432,0.676199973,0.992900014,1.165699959,1.287999988,1.398200035,1.510100007,1.627200007,1.748900056,1.873399973,1.998700023
12 03 1990,8.597100258,8.662199974,8.585800171,8.529100418,8.527199745,8.573800087,8.652899742,8.75,8.854499817,8.959400177,1.126000047,1.442800045,1.583199978,1.738600016,1.945000052,2.191299915,2.457999945,2.728600025,2.9921,3.241899967,8.33619976,8.495300293,8.538900375,8.542499542,8.538700104,8.540100098,8.550299644,8.56910038,8.594900131,8.626199722,0.678900003,0.997099996,1.169999957,1.291700006,1.400900006,1.511700034,1.627699971,1.74849999,1.872099996,1.996700048
13 03 1990,8.654000282,8.729599953,8.650799751,8.588600159,8.581500053,8.623900414,8.699899673,8.794599533,8.897299767,9.000699997,1.146399975,1.4727,1.616000056,1.771499991,1.977100015,2.222500086,2.488500118,2.75880003,3.022099972,3.271800041,8.37349987,8.545999527,8.594900131,8.600099564,8.596099854,8.596599579,8.605699539,8.623200417,8.647899628,8.678099632,0.690100014,1.015599966,1.192999959,1.317199945,1.427800059,1.539399981,1.655799985,1.776800036,1.900699973,2.025399923
14 03 1990,8.628199577,8.691300392,8.603699684,8.536100388,8.526200294,8.567299843,8.642999649,8.738100052,8.841500282,8.945899963,1.135100007,1.455000043,1.593600035,1.745100021,1.94749999,2.190500021,2.454600096,2.723400116,2.985599995,3.234499931,8.355199814,8.520600319,8.563699722,8.564200401,8.556599617,8.554400444,8.561300278,8.577300072,8.600899696,8.630200386,0.683799982,1.005100012,1.179200053,1.300799966,1.409100056,1.518599987,1.633299947,1.752799988,1.87530005,1.998900056
15 03 1990,8.627400398,8.689499855,8.598500252,8.527600288,8.515199661,8.554900169,8.629699707,8.724399567,8.827699661,8.932200432,1.136000037,1.45599997,1.593500018,1.743399978,1.944200039,2.18569994,2.448699951,2.716700077,2.978199959,3.226599932,8.350799561,8.517999649,8.560799599,8.560299873,8.55150032,8.548199654,8.554100037,8.569399834,8.592300415,8.621100426,0.684099972,1.005800009,1.17990005,1.301100016,1.408800006,1.517699957,1.631800056,1.750699997,1.872599959,1.995700002
16 03 1990,8.584199905,8.635800362,8.54090023,8.469099998,8.457099915,8.497599602,8.573599815,8.669500351,8.774000168,8.879699707,1.121099949,1.433799982,1.567199945,1.714599967,1.913599968,2.153700113,2.415600061,2.682600021,2.943399906,3.191200018,8.318499565,8.477199554,8.514900208,8.511300087,8.500699997,8.496199608,8.50150013,8.516300201,8.539099693,8.567899704,0.675800025,0.9921,1.16260004,1.281200051,1.386999965,1.494300008,1.60710001,1.724799991,1.845900059,1.968099952
19 03 1990,8.587800026,8.63599968,8.537899971,8.46380043,8.450300217,8.489899635,8.565400124,8.661100388,8.765600204,8.871299744,1.120300055,1.432100058,1.564499974,1.710800052,1.908900023,2.148400068,2.40989995,2.676599979,2.937200069,3.184900045,8.322999954,8.480500221,8.516599655,8.511500359,8.49960041,8.494099617,8.49849987,8.512700081,8.534999847,8.563300133,0.675300002,0.991299987,1.161299944,1.279399991,1.384699941,1.491600037,1.603899956,1.721400023,1.842100024,1.964100003
