Date,THREEFF0100.B,THREEFF0200.B,THREEFF0300.B,THREEFF0400.B,THREEFF0500.B,THREEFF0600.B,THREEFF0700.B,THREEFF0800.B,THREEFF0900.B,THREEFF1000.B,THREEFFTP0100.B,THREEFFTP0200.B,THREEFFTP0300.B,THREEFFTP0400.B,THREEFFTP0500.B,THREEFFTP0600.B,THREEFFTP0700.B,THREEFFTP0800.B,THREEFFTP0900.B,THREEFFTP1000.B,THREEFY0100.B,THREEFY0200.B,THREEFY0300.B,THREEFY0400.B,THREEFY0500.B,THREEFY0600.B,THREEFY0700.B,THREEFY0800.B,THREEFY0900.B,THREEFY1000.B,THREEFYTP0100.B,THREEFYTP0200.B,THREEFYTP0300.B,THREEFYTP0400.B,THREEFYTP0500.B,THREEFYTP0600.B,THREEFYTP0700.B,THREEFYTP0800.B,THREEFYTP0900.B,THREEFYTP1000.B
26 01 1996,5.060500145,5.190100193,5.372499943,5.578100204,5.79090023,6.001699924,6.205299854,6.399199963,6.581999779,6.753200054,0.452499986,0.516499996,0.578100026,0.708400011,0.895099998,1.113399982,1.343299985,1.572399974,1.793400049,2.002599955,5.038000107,5.07859993,5.145199776,5.227499962,5.318799973,5.415200233,5.513599873,5.612299919,5.710000038,5.805799961,0.292600006,0.392699987,0.442600012,0.491299987,0.552699983,0.627699971,0.713400006,0.806500018,0.903999984,1.003499985
29 01 1996,5.057600021,5.186999798,5.373899937,5.584199905,5.800499916,6.013599873,6.218699932,6.413300037,6.596300125,6.76760006,0.449400008,0.512099981,0.574899971,0.707300007,0.896300018,1.11650002,1.34800005,1.578199983,1.800099969,2.010099888,5.041999817,5.078700066,5.144899845,5.228199959,5.321000099,5.418799877,5.518499851,5.618299961,5.716899872,5.813499928,0.291099995,0.389999986,0.439500004,0.488400012,0.550400019,0.626100004,0.712700009,0.806500018,0.904699981,1.004799962
30 01 1996,5.007999897,5.134200096,5.328000069,5.546299934,5.769100189,5.986899853,6.195199966,6.392000198,6.576499939,6.748799801,0.434599996,0.4912,0.553300023,0.687300026,0.878300011,1.100200057,1.332999945,1.564100027,1.786499977,1.996700048,5.006599903,5.034599781,5.098999977,5.183300018,5.27820015,5.37830019,5.480199814,5.581999779,5.682400227,5.780499935,0.282999992,0.376700014,0.423400015,0.471199989,0.532800019,0.60860002,0.6954,0.789600015,0.888100028,0.988600016
31 01 1996,4.942399979,5.073400021,5.278699875,5.507599831,5.738399982,5.961800098,6.173799992,6.373000145,6.559100151,6.732500076,0.421999991,0.474400014,0.537199974,0.673600018,0.866999984,1.09070003,1.324499965,1.556100011,1.778699994,1.988999963,4.948999882,4.973599911,5.039999962,5.128099918,5.227099895,5.331099987,5.436500072,5.541200161,5.644100189,5.744400024,0.275900006,0.365500003,0.410400003,0.457700014,0.519500017,0.595799983,0.683099985,0.777899981,0.876800001,0.977599978
1 02 1996,4.907999992,5.048299789,5.266699791,5.506499767,5.744999886,5.97329998,6.188199997,6.389100075,6.576000214,6.749800205,0.417899996,0.470200002,0.536000013,0.676299989,0.873199999,1.099699974,1.335500002,1.568500042,1.791900039,2.002599955,4.91809988,4.942900181,5.013299942,5.106500149,5.210499763,5.318699837,5.427800179,5.53550005,5.640900135,5.743199825,0.273699999,0.362100005,0.407200009,0.45539999,0.518599987,0.596300006,0.685100019,0.781000018,0.880999982,0.98269999
2 02 1996,4.886000156,5.04820013,5.286900043,5.541600227,5.789800167,6.023900032,6.241799831,6.443999767,6.631299973,6.804699898,0.423500001,0.481299996,0.55400002,0.700999975,0.903400004,1.133999944,1.372799993,1.607800007,1.832499981,2.04399991,4.890200138,4.923299789,5.00369978,5.106400013,5.218400002,5.333399773,5.447800159,5.559800148,5.668600082,5.773700237,0.276800007,0.367799997,0.415800005,0.467299998,0.533599973,0.614199996,0.705500007,0.80369997,0.905600011,1.008999944
5 02 1996,4.911600113,5.090600014,5.338699818,5.598199844,5.848599911,6.083300114,6.301099777,6.502600193,6.688899994,6.861199856,0.4384,0.504599988,0.582599998,0.733299971,0.938499987,1.17110002,1.411299944,1.647300005,1.872799993,2.084800005,4.902400017,4.946800232,5.035299778,5.143599987,5.259799957,5.377699852,5.494299889,5.607900143,5.71780014,5.823599815,0.284999996,0.381599993,0.433699995,0.488299996,0.557200015,0.639900029,0.732900023,0.832599998,0.935699999,1.040199995
6 02 1996,4.895699978,5.075799942,5.326399803,5.588500023,5.840799809,6.07679987,6.295400143,6.497499943,6.68419981,6.856800079,0.435200006,0.50029999,0.578499973,0.729700029,0.935400009,1.168400049,1.408900023,1.644999981,1.870499969,2.082600117,4.888700008,4.932099819,5.020899773,5.130099773,5.247300148,5.366099834,5.483399868,5.597700119,5.708199978,5.814599991,0.283199996,0.378800005,0.430400014,0.484899998,0.553799987,0.636600018,0.729700029,0.82950002,0.932699978,1.037199974
7 02 1996,4.882699966,5.072100163,5.330299854,5.597499847,5.853000164,6.090899944,6.310599804,6.513100147,6.69990015,6.872399807,0.437700003,0.505200028,0.585799992,0.739099979,0.946399987,1.180400014,1.421599984,1.658200026,1.883900046,2.095999956,4.871399879,4.919300079,5.012499809,5.125500202,5.245699883,5.367000103,5.486299992,5.602200031,5.713900089,5.821199894,0.284500003,0.381300002,0.434100002,0.48969999,0.559700012,0.643400013,0.737399995,0.837800026,0.941600025,1.046499968
8 02 1996,4.871600151,5.068699837,5.332399845,5.603300095,5.861100197,6.100299835,6.320700169,6.523499966,6.710400105,6.882900238,0.439900011,0.50940001,0.591899991,0.746599972,0.954900026,1.189700007,1.431200027,1.667899966,1.893700004,2.105799913,4.855899811,4.908100128,5.004799843,5.120699883,5.243299961,5.366499901,5.487299919,5.604300022,5.717000008,5.825099945,0.285699993,0.38350001,0.437299997,0.493900001,0.564599991,0.648999989,0.743499994,0.844299972,0.948499978,1.053799987
9 02 1996,4.845200062,5.044799805,5.31580019,5.593299866,5.856100082,6.098700047,6.321100235,6.525300026,6.712900162,6.885799885,0.433999985,0.501699984,0.585200012,0.741999984,0.952499986,1.188899994,1.431699991,1.66929996,1.895599961,2.10800004,4.835400105,4.884900093,4.982600212,5.100800037,5.225900173,5.351399899,5.474299908,5.593100071,5.70720005,5.816500187,0.282499999,0.378300011,0.431400001,0.488000005,0.559199989,0.644299984,0.739400029,0.840900004,0.945599973,1.051399946
12 02 1996,4.795800209,4.984000206,5.257100105,5.540100098,5.808199883,6.054900169,6.280499935,6.486899853,6.676300049,6.850500107,0.414099991,0.472299993,0.55309999,0.710200012,0.921800017,1.159500003,1.403300047,1.641499996,1.868299961,2.08100009,4.806799889,4.842000008,4.933899879,5.050199986,5.17539978,5.301700115,5.425700188,5.545599937,5.660900116,5.77120018,0.271600008,0.360199988,0.408899993,0.463099986,0.533100009,0.617500007,0.712300003,0.81370002,0.91839999,1.024099946
13 02 1996,4.751900196,4.934100151,5.211999893,5.501599789,5.77519989,6.026199818,6.254700184,6.463099957,6.653900146,6.829199791,0.398799986,0.450199991,0.529600024,0.687900007,0.901199996,1.140499949,1.385400057,1.624500036,1.851799965,2.064800024,4.778800011,4.803800106,4.892499924,5.008699894,5.135000229,5.263000011,5.388599873,5.510099888,5.626699924,5.738299847,0.263200015,0.346300006,0.39199999,0.444700003,0.513999999,0.59829998,0.693300009,0.794799984,0.899800003,1.005699992
14 02 1996,4.758900166,4.94659996,5.231200218,5.526199818,5.80340004,6.056399822,6.285999775,6.494699955,6.685400009,6.860300064,0.401499987,0.45480001,0.537,0.698199987,0.914300025,1.155799985,1.402400017,1.642799973,1.871099949,2.084899902,4.786600113,4.812399864,4.90350008,5.022500038,5.151400089,5.281499863,5.408800125,5.531700134,5.649499893,5.761899948,0.264899999,0.34889999,0.395700008,0.449699998,0.520399988,0.60589999,0.702099979,0.804799974,0.910700023,1.01760006
15 02 1996,4.795499802,5.004199982,5.300600052,5.601699829,5.881700039,6.135499954,6.364799976,6.572700024,6.76210022,6.935500145,0.420700014,0.484800011,0.573899984,0.740100026,0.959699988,1.20389998,1.452600002,1.694399953,1.923799992,2.138400078,4.806900024,4.846600056,4.947700024,5.073900223,5.207900047,5.341700077,5.471700191,5.596600056,5.71570015,5.829100132,0.275599986,0.36680001,0.418799996,0.476900011,0.550899982,0.639199972,0.737699986,0.842299998,0.949800014,1.058099985
16 02 1996,4.820400238,5.051400185,5.359499931,5.666399956,5.948999882,6.203499794,6.432499886,6.6395998,6.827899933,7.000100136,0.439200014,0.513800025,0.609499991,0.779999971,1.002599955,1.248700023,1.498800039,1.741600037,1.971600056,2.18659997,4.813199997,4.868400097,4.980100155,5.113699913,5.252999783,5.390600204,5.52339983,5.650100231,5.770699978,5.885200024,0.285699993,0.383899987,0.441100001,0.503099978,0.5801,0.670899987,0.771300018,0.877600014,0.986500025,1.095900059
19 02 1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20 02 1996,5.051000118,5.322100163,5.620800018,5.906700134,6.169000149,6.407299995,6.624000072,6.821700096,7.002900124,7.169199944,0.519500017,0.631299973,0.738799989,0.90990001,1.129699945,1.373000026,1.621000051,1.862699986,2.092200041,2.307100058,4.968999863,5.074999809,5.20720005,5.34679985,5.4854002,5.61950016,5.747799873,5.869800091,5.985799789,6.095900059,0.329899997,0.456999987,0.531400025,0.603399992,0.686100006,0.780099988,0.882499993,0.990100026,1.099900007,1.210000038
21 02 1996,5.113399982,5.390999794,5.679299831,5.952600002,6.204599857,6.435599804,6.647299767,6.841800213,7.020800114,7.185800076,0.541400015,0.662699997,0.770799994,0.93870002,1.154500008,1.394299984,1.639700055,1.879400015,2.107700109,2.32159996,5.006700039,5.127999783,5.263899803,5.402299881,5.537899971,5.668600082,5.793499947,5.912499905,6.025899887,6.133699894,0.341800004,0.476700008,0.555299997,0.628899992,0.711899996,0.805400014,0.907100022,1.013800025,1.122699976,1.23210001
22 02 1996,5.068900108,5.33920002,5.62650013,5.900899887,6.154600143,6.387300014,6.600500107,6.79640007,6.97660017,7.142700195,0.527700007,0.6426,0.747699976,0.914099991,1.128900051,1.368000031,1.612699986,1.851899981,2.079600096,2.293100119,4.972099781,5.086100101,5.218500137,5.355199814,5.490099907,5.620500088,5.745500088,5.864799976,5.97840023,6.086699963,0.334199995,0.464300007,0.539699972,0.611299992,0.692700028,0.7852,0.885900021,0.99180001,1.10010004,1.208899975
23 02 1996,5.092100143,5.373300076,5.664400101,5.939499855,6.192800045,6.424699783,6.637000084,6.831999779,7.011400223,7.176599979,0.539699972,0.660899997,0.76910001,0.937099993,1.152799964,1.39230001,1.637400031,1.876799941,2.104599953,2.318300009,4.983399868,5.106599808,5.244299889,5.38409996,5.520899773,5.652500153,5.77820015,5.897900105,6.011799812,6.120100021,0.340700001,0.475300014,0.55369997,0.627300024,0.710300028,0.803799987,0.905399978,1.011899948,1.120800018,1.230000019
26 02 1996,5.130199909,5.421000004,5.712299824,5.984899998,6.2354002,6.464900017,6.675300121,6.868700027,7.046800137,7.21089983,0.554700017,0.683200002,0.794200003,0.962800026,1.17840004,1.417700052,1.66260004,1.901900053,2.129699945,2.343300104,5.006899834,5.140399933,5.282899857,5.424799919,5.562200069,5.693799973,5.819200039,5.938499928,6.05189991,6.159699917,0.349000007,0.488999993,0.570900023,0.646600008,0.730799973,0.825200021,0.927299976,1.03429997,1.14349997,1.252900004
27 02 1996,5.200900078,5.497300148,5.777599812,6.037199974,6.277200222,6.499000072,6.704299927,6.894299984,7.070099831,7.232800007,0.577499986,0.715699971,0.827300012,0.992900014,1.204699993,1.440700054,1.683099985,1.920799971,2.147500038,2.360399961,5.05369997,5.20179987,5.347599983,5.48789978,5.622099876,5.75,5.871900082,5.98789978,6.098499775,6.20389986,0.361400008,0.509500027,0.595700026,0.673099995,0.757700026,0.851599991,0.953100026,1.059299946,1.167700052,1.276499987
28 02 1996,5.280399799,5.584799767,5.851699829,6.095399857,6.322299957,6.534800053,6.733699799,6.91960001,7.092700005,7.253600121,0.605199993,0.755200028,0.867600024,1.029000044,1.235800028,1.467399955,1.706500053,1.941799998,2.166800022,2.378599882,5.102200031,5.269499779,5.41989994,5.558700085,5.68900013,5.812399864,5.929999828,6.042200089,6.149400234,6.251900196,0.376399994,0.534500003,0.625800014,0.705299973,0.790199995,0.88349998,0.984000027,1.089100003,1.196499944,1.304200053
29 02 1996,5.33589983,5.641699791,5.893300056,6.120999813,6.335400105,6.539400101,6.732900143,6.915400028,7.086599827,7.246399879,0.623700023,0.781099975,0.891799986,1.047999978,1.24909997,1.475800037,1.711099982,1.943699956,2.166800022,2.377199888,5.134500027,5.315000057,5.466700077,5.602200031,5.727600098,5.846000195,5.959000111,6.067299843,6.17110014,6.270800114,0.386299998,0.550999999,0.645299971,0.725399971,0.809400022,0.90140003,1.000200033,1.103700042,1.209499955,1.315899968
1 03 1996,5.246799946,5.533699989,5.779500008,6.006800175,6.22300005,6.429299831,6.625400066,6.810500145,6.984200001,7.146399975,0.594399989,0.737399995,0.840699971,0.992600024,1.190600038,1.414899945,1.648300052,1.879199982,2.100899935,2.310199976,5.066599846,5.230899811,5.37349987,5.50369978,5.626100063,5.742899895,5.855100155,5.963099957,6.066999912,6.166900158,0.369899988,0.524100006,0.611500025,0.686699986,0.76700002,0.856100023,0.952600002,1.05400002,1.158100009,1.263000011
4 03 1996,5.183000088,5.448800087,5.690599918,5.919799805,6.13929987,6.348999977,6.548099995,6.73570013,6.911600113,7.075699806,0.566500008,0.6954,0.792699993,0.942200005,1.139500022,1.363600016,1.59679997,1.827499986,2.049099922,2.258300066,5.03000021,5.174399853,5.306600094,5.431499958,5.551199913,5.666900158,5.778699875,5.886700153,5.99090004,6.091300011,0.354600012,0.49849999,0.579299986,0.650200009,0.727699995,0.814800024,0.909799993,1.010100007,1.113399982,1.217499971
5 03 1996,5.223899841,5.491700172,5.728300095,5.951399803,6.165999889,6.372099876,6.568600178,6.754600048,6.929299831,7.092599869,0.578000009,0.711700022,0.809599996,0.958000004,1.153900027,1.376799941,1.609099984,1.839300036,2.06069994,2.26970005,5.060400009,5.211100101,5.344600201,5.468599796,5.586699963,5.700600147,5.81069994,5.917200089,6.019999981,6.11920023,0.360900015,0.508899987,0.591799974,0.663600028,0.74150002,0.828499973,0.923399985,1.023599982,1.126600027,1.230599999
6 03 1996,5.29640007,5.576200008,5.808899879,6.024400234,6.231999874,6.432600021,6.625100136,6.808000088,6.980500221,7.141900063,0.603299975,0.748700023,0.849799991,0.998000026,1.192600012,1.414199948,1.645699978,1.87530005,2.096400023,2.3052001,5.108799934,5.275700092,5.415400028,5.54090023,5.658500195,5.770899773,5.879300117,5.984000206,6.085299969,6.183000088,0.374799997,0.531899989,0.620100021,0.694999993,0.774399996,0.862299979,0.957700014,1.058099985,1.161299944,1.265300035
7 03 1996,5.349999905,5.637000084,5.862800121,6.069300175,6.269199848,6.46420002,6.652800083,6.833099842,7.00369978,7.163899899,0.622399986,0.776199996,0.878700018,1.024999976,1.216899991,1.436200023,1.665899992,1.894299984,2.114500046,2.322799921,5.141900063,5.321800232,5.465400219,5.59070015,5.706500053,5.816599846,5.922699928,6.025300026,6.124700069,6.220699787,0.385199994,0.549099982,0.641200006,0.717800021,0.797800004,0.885699987,0.980700016,1.08070004,1.183400035,1.286999941
8 03 1996,5.620500088,5.965199947,6.180399895,6.359700203,6.533199787,6.707099915,6.879899979,7.048399925,7.210000038,7.362999916,0.726199985,0.92900002,1.046399951,1.192499995,1.379400015,1.593500018,1.819200039,2.045000076,2.263499975,2.470799923,5.308100224,5.559299946,5.732299805,5.867000103,5.982900143,6.089099884,6.189799786,6.286600113,6.380300045,6.471000195,0.442099988,0.643599987,0.758300006,0.8477,0.934700012,1.02639997,1.12349999,1.224599957,1.327999949,1.432000041
11 03 1996,5.67869997,6.019299984,6.216599941,6.378600121,6.53910017,6.704299927,6.871600151,7.036799908,7.19659996,7.348599911,0.741599977,0.949699998,1.064399958,1.204599977,1.385499954,1.594699979,1.816599965,2.039700031,2.256500006,2.462500095,5.347899914,5.608399868,5.780200005,5.909800053,6.019499779,6.119800091,6.215300083,6.307700157,6.397600174,6.485199928,0.450300008,0.657199979,0.773899972,0.863200009,0.949000001,1.038900018,1.13409996,1.233399987,1.335100055,1.437600017
12 03 1996,5.732600212,6.075600147,6.258900166,6.405900002,6.554800034,6.711900234,6.873899937,7.035900116,7.193799973,7.34469986,0.760100007,0.975700021,1.08920002,1.224599957,1.400200009,1.604699969,1.823199987,2.043800116,2.258699894,2.463500023,5.37869978,5.652699947,5.826300144,5.953000069,6.058300018,6.154099941,6.245299816,6.334000111,6.420800209,6.505700111,0.460299999,0.673799992,0.793600023,0.883599997,0.968699992,1.057399988,1.151100039,1.248900056,1.34920001,1.450500011
13 03 1996,5.743500233,6.088699818,6.26789999,6.410099983,6.554999828,6.709499836,6.869800091,7.030799866,7.188099861,7.338799953,0.766099989,0.984399974,1.097499967,1.231099963,1.404600024,1.607300043,1.824300051,2.04369998,2.257800102,2.461999893,5.380300045,5.659900188,5.834899902,5.961100101,6.065199852,6.159599781,6.249599934,6.337200165,6.422999859,6.507100105,0.463400006,0.679199994,0.800100029,0.890299976,0.975199997,1.06340003,1.156499982,1.253700018,1.353500009,1.454200029
14 03 1996,5.747499943,6.09649992,6.276299953,6.41809988,6.562600136,6.716499805,6.876399994,7.037099838,7.194099903,7.344600201,0.769800007,0.990100026,1.103899956,1.237599969,1.410899997,1.613399982,1.830199957,2.049400091,2.263400078,2.467400074,5.379499912,5.662700176,5.83949995,5.966599941,6.071199894,6.165800095,6.25579977,6.343500137,6.429299831,6.513400078,0.46540001,0.682600021,0.804400027,0.895200014,0.980400026,1.068699956,1.161900043,1.259199977,1.358899951,1.459699988
15 03 1996,5.850500107,6.207799911,6.372499943,6.496500015,6.626299858,6.769599915,6.922399998,7.078199863,7.231999874,7.380199909,0.802600026,1.036800027,1.151900053,1.281599998,1.450000048,1.648100019,1.861700058,2.078700066,2.291199923,2.494299889,5.448800087,5.752699852,5.934299946,6.059500217,6.159699917,6.249199867,6.334400177,6.417600155,6.499599934,6.580299854,0.4833,0.712199986,0.84009999,0.933499992,1.019400001,1.107300043,1.199699998,1.29610002,1.394899964,1.494799972
18 03 1996,5.874000072,6.221399784,6.37130022,6.482800007,6.60379982,6.741700172,6.891200066,7.045400143,7.198500156,7.346700191,0.805299997,1.038900018,1.149999976,1.274600029,1.43809998,1.632400036,1.843099952,2.058099985,2.269200087,2.471400023,5.467199802,5.771699905,5.948999882,6.068600178,6.163199902,6.247900009,6.329100132,6.408899784,6.488200188,6.566699982,0.484600008,0.71420002,0.841600001,0.933499992,1.017400026,1.103399992,1.193899989,1.288499951,1.385800004,1.484300017
19 03 1996,5.874800205,6.209899902,6.350599766,6.456099987,6.573500156,6.709400177,6.858099937,7.01210022,7.165400028,7.31400013,0.798900008,1.02820003,1.135499954,1.256999969,1.418200016,1.610700011,1.82009995,2.034300089,2.244899988,2.446700096,5.474599838,5.772600174,5.944200039,6.059000015,6.149799824,6.231500149,6.310299873,6.388400078,6.466199875,6.543600082,0.481099993,0.708100021,0.833299994,0.923300028,1.005499959,1.090000033,1.179200053,1.272699952,1.369099975,1.466899991
20 03 1996,5.796500206,6.120800018,6.268799782,6.384799957,6.511400223,6.654200077,6.807799816,6.965300083,7.121099949,7.271500111,0.772199988,0.989400029,1.094200015,1.217100024,1.380800009,1.575500011,1.78670001,2.002000093,2.213200092,2.415400028,5.4229002,5.70359993,5.86950016,5.983799934,6.076399803,6.160600185,6.242000103,6.322599888,6.402699947,6.48210001,0.466500014,0.683899999,0.803600013,0.890799999,0.971800029,1.055899978,1.145099998,1.238700032,1.335299969,1.433300018
21 03 1996,5.765900135,6.082900047,6.226399899,6.340000153,6.465600014,6.608200073,6.76210022,6.920199871,7.076700211,7.228000164,0.762600005,0.975000024,1.076400042,1.196699977,1.358299971,1.551300049,1.761000037,1.975200057,2.185499907,2.387099981,5.397500038,5.673600197,5.835999966,5.947800159,6.038499832,6.121399879,6.20179987,6.281700134,6.361400127,6.440499783,0.460999995,0.675000012,0.792299986,0.877600014,0.956900001,1.039499998,1.127500057,1.220100045,1.315700054,1.412899971
22 03 1996,5.778100014,6.099500179,6.243199825,6.355800152,6.48029995,6.621900082,6.775000095,6.932499886,7.088600159,7.239500046,0.76849997,0.983900011,1.086400032,1.206900001,1.368199944,1.56099999,1.770499945,1.984500051,2.194700003,2.396199942,5.403100014,5.683899879,5.848499775,5.961200237,6.052299976,6.135200024,6.215600014,6.295300007,6.374800205,6.453800201,0.464300007,0.680499971,0.799199998,0.885200024,0.96509999,1.047999978,1.136100054,1.228800058,1.324499965,1.421700001
25 03 1996,5.741799831,6.052899837,6.191699982,6.302100182,6.425799847,6.567699909,6.721399784,6.879799843,7.036900043,7.188899994,0.755699992,0.96450001,1.062899947,1.180600047,1.3398,1.530900002,1.738999963,1.951900005,2.161299944,2.362099886,5.375699997,5.649199963,5.808899879,5.918300152,6.007100105,6.088500023,6.16779995,6.246900082,6.326000214,6.404699802,0.456999987,0.66869998,0.784099996,0.867699981,0.945500016,1.026800036,1.113600016,1.20510006,1.299700022,1.396000028
26 03 1996,5.736999989,6.040100098,6.174200058,6.28219986,6.404699802,6.54610014,6.699699879,6.858300209,7.015699863,7.168000221,0.75,0.955299973,1.051499963,1.167600036,1.325700045,1.516100049,1.723700047,1.936300039,2.145499945,2.346199989,5.376900196,5.645199776,5.801099777,5.907800198,5.994599819,6.074500084,6.152699947,6.230999947,6.309500217,6.387800217,0.453900009,0.663299978,0.77700001,0.859300017,0.936100006,1.016600013,1.102599978,1.193600059,1.287799954,1.383700013
27 03 1996,5.811600208,6.128900051,6.260900021,6.362500191,6.478700161,6.614999771,6.764699936,6.920300007,7.075300217,7.225800037,0.776600003,0.994499981,1.094799995,1.211400032,1.368800044,1.558300018,1.765400052,1.977699995,2.186800003,2.387500048,5.426599979,5.712100029,5.875199795,5.984200001,6.071100235,6.15019989,6.227200031,6.304100037,6.381199837,6.458199978,0.468600005,0.687600017,0.807099998,0.892799973,0.971599996,1.053300023,1.140100002,1.23150003,1.326099992,1.422299981
28 03 1996,5.879399776,6.212999821,6.346399784,6.4447999,6.55700016,6.689499855,6.836200237,6.989200115,7.142099857,7.290599823,0.802200019,1.032500029,1.137899995,1.256199956,1.414000034,1.603800058,1.81099999,2.023499966,2.232800007,2.433599949,5.471000195,5.773200035,5.944399834,6.057199955,6.145599842,6.224899769,6.301700115,6.377999783,6.454400063,6.530700207,0.48269999,0.711000025,0.836399972,0.925800025,1.006999969,1.090299964,1.17840004,1.270699978,1.366000056,1.462800026
29 03 1996,5.836900234,6.164400101,6.29820013,6.398799896,6.513400078,6.647999763,6.79640007,6.950799942,7.104899883,7.254499912,0.789300025,1.013599992,1.116600037,1.233999968,1.391499996,1.580899954,1.787899971,2,2.209000111,2.409600019,5.438399792,5.733699799,5.901800156,6.013400078,6.10160017,6.181200027,6.258399963,6.335299969,6.41230011,6.489099979,0.475499988,0.699199975,0.821799994,0.909399986,0.989400029,1.07190001,1.159199953,1.251099944,1.345999956,1.442399979
1 04 1996,5.822899818,6.140500069,6.269199848,6.367499828,6.481200218,6.615600109,6.764200211,6.919099808,7.073699951,7.223899841,0.780399978,0.999800026,1.099799991,1.215199947,1.371399999,1.559900045,1.766199946,1.978000045,2.18659997,2.387000084,5.433100224,5.721300125,5.884600163,5.993000031,6.07889986,6.156899929,6.232900143,6.309000015,6.385399818,6.461800098,0.470600009,0.690999985,0.811100006,0.896899998,0.975499988,1.056900024,1.143399954,1.234400034,1.328699946,1.424600005
2 04 1996,5.790999889,6.089799881,6.212299824,6.309400082,6.423699856,6.559500217,6.709499836,6.865799904,7.021800041,7.17320013,0.761200011,0.970300019,1.065199971,1.178300023,1.333500028,1.521499991,1.727499962,1.939100027,2.147700071,2.34800005,5.421700001,5.694200039,5.848400116,5.951399803,6.03399992,6.110000134,6.184800148,6.260200024,6.336100101,6.41230011,0.460099995,0.673300028,0.788600028,0.870999992,0.947300017,1.02699995,1.112200022,1.202299953,1.295899987,1.391100049
3 04 1996,5.806600094,6.104100227,6.222700119,6.315999985,6.427599907,6.561500072,6.710400105,6.865799904,7.021399975,7.172599792,0.764699996,0.974900007,1.069300056,1.181300044,1.335299969,1.522400022,1.727800012,1.938899994,2.147200108,2.34739995,5.433899879,5.708000183,5.861800194,5.963500023,6.044799805,6.11950016,6.193099976,6.267499924,6.342599869,6.41809988,0.462099999,0.676299989,0.792100012,0.874599993,0.950600028,1.029999971,1.114899993,1.204699993,1.297899961,1.39289999
4 04 1996,5.845799923,6.160600185,6.282100201,6.373600006,6.48239994,6.613500118,6.760099888,6.913700104,7.067699909,7.217599869,0.78549999,1.006399989,1.105200052,1.218299985,1.372300029,1.559000015,1.763900042,1.974699974,2.182699919,2.382699966,5.450300217,5.741000175,5.903299809,6.009399891,6.092700005,6.168300152,6.242199898,6.316500187,6.391499996,6.466599941,0.473399997,0.695500016,0.816200018,0.901799977,0.979799986,1.060400009,1.146199942,1.236500025,1.330199957,1.425500035
5 04 1996,6.064199924,6.421999931,6.534200191,6.604000092,6.691899776,6.806399822,6.940499783,7.084799767,7.231699944,7.375899792,0.866400003,1.125200033,1.235499978,1.348500013,1.498700023,1.681499958,1.883599997,2.092499971,2.299499989,2.498800039,5.589099884,5.934000015,6.118299961,6.230899811,6.313899994,6.386099815,6.455500126,6.525100231,6.595499992,6.66629982,0.517799973,0.76910001,0.907299995,1.002799988,1.086300015,1.16989994,1.257300019,1.34860003,1.442800045,1.538499951
8 04 1996,6.144899845,6.520699978,6.627399921,6.686399937,6.764400005,6.871200085,6.999800205,7.140100002,7.284100056,7.426199913,0.899399996,1.173699975,1.287899971,1.399500012,1.546900034,1.726899981,1.926800013,2.134200096,2.339999914,2.538599968,5.633999825,6.002999783,6.19659996,6.311600208,6.393899918,6.46420002,6.531300068,6.598599911,6.666699886,6.735599995,0.535700023,0.799000025,0.944299996,1.043499947,1.128800035,1.213099957,1.300699949,1.391899943,1.485800028,1.58130002
9 04 1996,6.129700184,6.507400036,6.610099792,6.664700031,6.739299774,6.843999863,6.97149992,7.111400127,7.255300045,7.397600174,0.900600016,1.175600052,1.288200021,1.397099972,1.541499972,1.718899965,1.916599989,2.122200012,2.326699972,2.524100065,5.610199928,5.984399796,6.179100037,6.293700218,6.374800205,6.443900108,6.510000229,6.576300144,6.643799782,6.712100029,0.53609997,0.800100029,0.9454,1.044100046,1.128499985,1.211799979,1.298200011,1.388299942,1.481299996,1.575700045
10 04 1996,6.156000137,6.552700043,6.65899992,6.712100029,6.784100056,6.886300087,7.011600018,7.149700165,7.292300224,7.433499813,0.920400023,1.20599997,1.322700024,1.432399988,1.576300025,1.752799988,1.949599981,2.154500008,2.358299971,2.5552001,5.611800194,6.004099846,6.208199978,6.327499866,6.411099911,6.481400013,6.547999859,6.614500046,6.681900024,6.75,0.546700001,0.818300009,0.968500018,1.070199966,1.156399965,1.240700006,1.327800035,1.418300033,1.511500001,1.606099963
11 04 1996,6.198800087,6.613500118,6.720900059,6.770100117,6.837600231,6.93599987,7.058300018,7.194200039,7.335000038,7.474699974,0.943499982,1.240700006,1.361400008,1.471600056,1.614500046,1.789800048,1.985499978,2.189500093,2.39260006,2.588999987,5.628099918,6.039299965,6.252299786,6.375699997,6.460800171,6.531400204,6.597700119,6.663700104,6.730400085,6.7979002,0.559199989,0.839399993,0.995000005,1.099900007,1.187899947,1.273200035,1.360800028,1.451599956,1.54489994,1.639600039
